actions_taken,booking_id,created_date,description,incident_datetime,incident_id,incident_type,involved_inmates,involved_staff,location,person_id,referral_to_outside_agency
"[""MEDICAL_EVAL""]",8fa64b21-b2e4-42f8-a420-3970d8377fd2,2025-09-15 10:43:29,Contraband discovered during cell search.,2025-07-04 08:51:07,JINC-934da81e-4b10-48e8-a45c-af47efe6d96d,CONTRABAND,"[""f66cf91a-50b4-46a9-94b4-7dafb61de19b""]","[""Kevin Thomas"", ""Jeanne Delacruz"", ""Amy Carlson""]",DAYROOM,P-91C99F8B54,PROSECUTOR
"[""EVIDENCE_SEIZED"", ""MEDICAL_EVAL""]",f0d2a464-3194-4330-8756-d6fa737860ff,2025-09-15 10:43:29,Inmate referred for medical evaluation.,2025-07-12 20:10:22,JINC-3d31830b-9af4-4b35-82fb-860f46b0cb04,ASSAULT,[],"[""Nicholas Kennedy"", ""Marcia Crawford""]",POD B,P-8099BE253B,KCSO
"[""DISCIPLINARY"", ""ISOLATION"", ""MEDICAL_EVAL""]",910e6468-75d9-4f07-86c6-265845099fa5,2025-09-15 10:43:29,Altercation between inmates; separated by staff.,2025-08-12 23:24:38,JINC-328d4ef1-89d6-4e9f-869e-ecf4b04124f6,MEDICAL,"[""ebc030a1-7d9d-4a34-a87f-3f10728535fb"", ""66f6effe-a074-4cc0-8e8b-ed471d3800cc""]","[""Michelle Cruz"", ""Beth Johnson""]",YARD,P-33B1A315CF,
"[""ISOLATION"", ""EVIDENCE_SEIZED""]",1e16001d-270f-4eb3-a291-b9b6171492a5,2025-09-15 10:43:29,Altercation between inmates; separated by staff.,2025-09-09 18:50:27,JINC-97387e3b-3970-4556-b31c-5ab02a36b927,SELF_HARM,"[""7be72462-4d38-467d-be18-2f6a78b40890"", ""e0fb6829-94cf-44dd-9216-e3a233945fbe"", ""4f47b9fa-8f88-45e9-aabc-526b97318a06""]","[""Benjamin Mccoy"", ""Daniel Beard""]",POD B,P-5A95035105,PROSECUTOR
"[""DISCIPLINARY""]",c8b3a399-ffdb-4187-82eb-dc78db2a1d79,2025-09-15 10:43:29,Altercation between inmates; separated by staff.,2025-06-17 08:16:21,JINC-7c0786ca-b4ea-4992-8463-7cd7ccbbbf75,PROPERTY_DAMAGE,"[""781d48bf-ed93-4a39-b432-64a27596dea5""]","[""David Harris""]",MEDICAL,P-C296690F69,PROSECUTOR
"[""REPORT_FILED"", ""MEDICAL_EVAL""]",77d20498-880d-4f46-8009-933ee6b7a657,2025-09-15 10:43:29,Inmate referred for medical evaluation.,2025-06-17 17:11:20,JINC-19c1f788-d077-4658-aff2-5bf193f589e8,CONTRABAND,[],"[""Brooke Cox"", ""Joseph Simpson""]",MEDICAL,P-8E0E18CA1A,PROSECUTOR
"[""EVIDENCE_SEIZED""]",48ea9d67-bdc5-4141-abeb-350061e87172,2025-09-15 10:43:30,Contraband discovered during cell search.,2025-07-20 07:12:13,JINC-73904bda-4672-40f5-8d8e-dd96d4db5d9a,ASSAULT,"[""1082de76-129c-489c-ad7e-7245e8fe4b6d"", ""80b5b9e7-4a5a-4aaf-8f8f-fefc3243fa22"", ""ed31694f-452a-482c-9ce2-ebc12bcf129c""]","[""Elijah Shelton""]",DAYROOM,P-87459640B1,
"[""MEDICAL_EVAL""]",53f6339b-9087-41c9-a423-332543d1b66b,2025-09-15 10:43:30,Inmate referred for medical evaluation.,2025-04-21 19:37:21,JINC-af6ffb48-8881-4d09-ab39-62aff59fff05,SELF_HARM,[],"[""Debra Hendrix""]",DAYROOM,P-2F1B429AEA,
"[""ISOLATION"", ""EVIDENCE_SEIZED""]",4d481dab-264f-45a0-9af2-04cce3eb24ab,2025-09-15 10:43:30,Contraband discovered during cell search.,2025-08-03 22:55:33,JINC-29a12420-be5b-42f8-bca8-ffa4f4ddf584,MEDICAL,"[""b0271a9b-5ab2-4f08-b0c8-47b6a0371ce4""]","[""Angela Santiago"", ""Jennifer Fleming"", ""Charles Andrews""]",DAYROOM,P-01A714D4FF,KCSO
"[""REPORT_FILED"", ""MEDICAL_EVAL"", ""ISOLATION""]",175fec03-7e00-4cda-8d25-f48e2fcb850b,2025-09-15 10:43:30,Property damage to dayroom table recorded.,2025-05-31 23:57:32,JINC-b091cff4-8e2f-4a31-b561-cb20b00d30a6,SELF_HARM,"[""9972fc78-ef7f-4cdb-9e92-b96117e6b42a""]","[""Ashley Roberts"", ""Ashley Martin""]",CELL 2,P-230074D37A,
"[""EVIDENCE_SEIZED""]",7de01a3f-f5eb-4db1-8e6c-1c936dbfc5e9,2025-09-15 10:43:30,Inmate referred for medical evaluation.,2025-06-13 00:57:22,JINC-f38873a2-9263-4300-8a08-f07f720c0189,ASSAULT,"[""1a157ba5-6747-40ae-a9b5-5151dc379b41"", ""5e8147a0-f683-492d-bcc6-0cb5d5b6da55""]","[""Thomas Henderson"", ""Benjamin Simpson""]",YARD,P-11DFC6C81A,KCSO
"[""ISOLATION""]",2bbb7f65-e91e-4562-b6a4-cd81fb77cac0,2025-09-15 10:43:30,Inmate referred for medical evaluation.,2025-06-17 13:29:02,JINC-75349dd0-32ea-4945-bd66-7a5e7a41d49c,SELF_HARM,[],"[""Marcus Contreras""]",POD A,P-B72FCE57A6,KCSO
"[""DISCIPLINARY""]",f65da674-8da0-43bd-be46-5ac3c3a5e4db,2025-09-15 10:43:30,Contraband discovered during cell search.,2025-06-14 01:51:08,JINC-58499ec3-21e5-471e-89f3-12db575528dc,SELF_HARM,"[""e56e03ba-fa69-4525-b0a8-f20d4d3ee842"", ""96f70ccf-1b6d-4297-9ef1-9820027bf542"", ""226b3ff5-193f-4af5-ae09-55c5ac76d2b7""]","[""Darren Baker"", ""Angela Moran"", ""Sharon Miller""]",CELL 2,P-34EDB077FB,KCSO
"[""REPORT_FILED"", ""ISOLATION"", ""DISCIPLINARY""]",b5f0fe51-5346-4b45-be9f-04a31733d91c,2025-09-15 10:43:30,Property damage to dayroom table recorded.,2025-03-21 08:30:02,JINC-3c5bc887-84a1-4f50-91f7-b06ea927a1df,CONTRABAND,"[""e803d06e-7e2e-4b72-b79c-99a25709621d""]","[""Heather Andrade"", ""Krista Meadows""]",YARD,P-049FD675C8,
"[""ISOLATION"", ""MEDICAL_EVAL""]",4c99918b-fee7-43ce-992c-d577bb7eccab,2025-09-15 10:43:30,Altercation between inmates; separated by staff.,2025-04-03 14:44:44,JINC-d492bc36-30b3-48bf-9730-2e5c0d4d96ec,CONTRABAND,"[""39cc0de4-f65a-42f9-a239-22687f82d624""]","[""Nicholas Hernandez"", ""Shane Walker""]",DAYROOM,P-417C4E00E1,
"[""MEDICAL_EVAL""]",1a3a56a0-f771-4168-9b9a-1c65be88bba4,2025-09-15 10:43:30,Altercation between inmates; separated by staff.,2025-08-04 21:35:21,JINC-080d7bed-c1e2-4a98-8aad-d673d661c8e9,ASSAULT,"[""0c970895-85fa-4533-b725-fc50933b4408"", ""437f68cf-72f2-4918-ba68-ea2103a11178"", ""776251a1-50e8-495f-adcf-1e8a7b7faa89""]","[""Sharon Chapman"", ""Jodi Martinez""]",POD A,P-CF2E896D9C,PROSECUTOR
"[""DISCIPLINARY"", ""REPORT_FILED""]",6c64f868-59ba-4e08-95a2-064cb2be13fb,2025-09-15 10:43:30,Inmate referred for medical evaluation.,2025-08-17 21:48:42,JINC-8e7adae0-40ae-4bc2-91f2-96ac28d384fa,PROPERTY_DAMAGE,"[""9ff90f5c-800b-40ef-9e88-b63ba0b27332""]","[""Mark Stone""]",POD B,P-16F3050F4C,
"[""ISOLATION"", ""DISCIPLINARY""]",b08c26f6-34e6-496c-a187-c755367d5d76,2025-09-15 10:43:30,Altercation between inmates; separated by staff.,2025-06-03 03:40:09,JINC-a35cec61-ccbf-4682-a2e9-f281180dd64b,MEDICAL,"[""047b4238-b60f-4b22-9cd2-bc0d9b531735"", ""e9658955-94e8-4621-b163-ef8a3598a8b3"", ""2278f1a3-f27a-44d2-99ff-4acf4e92901f""]","[""William Neal"", ""Tara Sutton""]",CELL 2,P-F6BFF8A48F,PROSECUTOR
"[""REPORT_FILED""]",ca34e344-584e-4735-9540-4aeba1eed577,2025-09-15 10:43:30,Altercation between inmates; separated by staff.,2025-04-22 13:14:23,JINC-72866bf5-242e-4c85-a50b-3906625f18f0,PROPERTY_DAMAGE,"[""9b63008b-bf84-4604-8d8f-0904ddac32c1"", ""1fe03b01-7f0b-446e-8c92-01bf1a27a8d4""]","[""Samantha Becker"", ""Amy Newman""]",POD B,P-66F429CCBB,PROSECUTOR
"[""REPORT_FILED"", ""EVIDENCE_SEIZED""]",7e9f32f3-6cec-4858-a0dd-e48523da811f,2025-09-15 10:43:30,Inmate referred for medical evaluation.,2025-07-17 15:24:45,JINC-cd48c606-1a0e-482f-afb4-1f0614ea68f4,ASSAULT,[],"[""Nicole Miller""]",POD A,P-8DBB1C49F2,KCSO
"[""EVIDENCE_SEIZED""]",666952cd-c745-49a1-990c-e56a09c2b75d,2025-09-15 10:43:30,Altercation between inmates; separated by staff.,2025-04-06 17:45:45,JINC-f0a017eb-04a0-441b-9bda-26f9e2fd2105,PROPERTY_DAMAGE,"[""eafebc49-edda-4bb5-8593-53f54ff90e22""]","[""Jessica Smith"", ""Scott Cruz""]",POD B,P-9826AAD8AA,PROSECUTOR
"[""EVIDENCE_SEIZED""]",940bbc6a-265f-45bf-a43b-a373ad0662f4,2025-09-15 10:43:30,Contraband discovered during cell search.,2025-05-28 17:32:57,JINC-6f671148-a1ee-4ba8-a617-ebe932dda233,PROPERTY_DAMAGE,"[""6c48f402-34a5-43f8-a902-2d4d6823ab98"", ""77f1c7a9-0b47-43fa-a007-f6573225e2b5""]","[""Elizabeth Adams"", ""Michael Davis""]",POD B,P-405D1173B5,
"[""DISCIPLINARY""]",d172f78a-ee1c-461a-a027-b2a5df6f30e4,2025-09-15 10:43:30,Property damage to dayroom table recorded.,2025-07-31 14:44:06,JINC-a2afbc92-677d-4b70-bc9a-44919c10f549,PROPERTY_DAMAGE,"[""cc7f7fbf-c43f-426e-945f-788401e8399f"", ""3dc12991-0261-4bc8-8c77-7c1899cf1f67""]","[""Christina Davies""]",POD B,P-54DBF0E8A0,KCSO
"[""DISCIPLINARY"", ""REPORT_FILED""]",2847f16d-c88c-4422-97c6-45d6d6475948,2025-09-15 10:43:30,Inmate referred for medical evaluation.,2025-04-05 10:15:20,JINC-a8820f81-9876-4234-b118-a307e9be5a35,CONTRABAND,"[""4ae2096b-511a-4662-9260-0c587ce83f67""]","[""Jason Mann""]",YARD,P-CDF1B22C03,
"[""MEDICAL_EVAL""]",9480e6f9-9d25-4624-82a2-2e326d4347ca,2025-09-15 10:43:30,Inmate referred for medical evaluation.,2025-05-18 16:58:35,JINC-aa49ab10-737d-462d-85e9-f48f8e33071a,MEDICAL,"[""d8cb0cd8-7bbc-42d3-9cba-377e487db8e4""]","[""David Hall"", ""Maria Beck""]",POD B,P-F290DABE2D,KCSO
"[""ISOLATION"", ""REPORT_FILED""]",f5a5effc-2c5c-4590-8aa3-37d5197c0a48,2025-09-15 10:43:30,Inmate referred for medical evaluation.,2025-09-14 17:04:25,JINC-18358ce2-837a-4166-b3d3-b893aca9e870,MEDICAL,"[""8fa359fb-08ae-4322-9767-2c2597a79927"", ""f0c883f4-98f8-4759-ad69-e7f5685516e2"", ""5af21cd9-12f6-4bdb-89b7-b160bf836d44""]","[""Robert Farmer"", ""John Bailey""]",YARD,P-8F7EA92C13,PROSECUTOR
"[""DISCIPLINARY"", ""MEDICAL_EVAL""]",1116ad0c-e31f-497e-a989-6ae5d2ddbb6b,2025-09-15 10:43:30,Inmate referred for medical evaluation.,2025-06-14 08:28:02,JINC-ad30ded9-a127-4e9d-b54c-668984786dd5,MEDICAL,"[""ec01f086-8393-4231-9c9b-9d6d56e4c7eb""]","[""David Sanchez"", ""Bianca Harvey"", ""Courtney Woodard""]",YARD,P-2531BF8547,KCSO
"[""DISCIPLINARY"", ""REPORT_FILED"", ""EVIDENCE_SEIZED""]",026fb563-be14-4cac-acb6-37a2504f3c30,2025-09-15 10:43:30,Property damage to dayroom table recorded.,2025-05-13 21:27:32,JINC-65c77593-f387-4887-80bb-3b38382a0ab2,SELF_HARM,"[""0200bc15-ed3e-4058-825f-8a100a757c9c"", ""297cfb57-eb7e-4e4a-ab6d-fd42c9c2812b""]","[""Stacy Everett"", ""Jason Peters""]",DAYROOM,P-C0E26AABAC,PROSECUTOR
"[""DISCIPLINARY"", ""MEDICAL_EVAL""]",aaa73ebb-5a37-4778-9d65-bc9088ab7563,2025-09-15 10:43:30,Contraband discovered during cell search.,2025-07-01 15:02:09,JINC-0ac1d929-867d-4a0a-92ac-68b622d22d82,PROPERTY_DAMAGE,"[""8d32373d-159c-4b73-b940-29b2eead1372""]","[""Timothy Haynes""]",CELL 2,P-89711EBA77,KCSO
"[""DISCIPLINARY"", ""MEDICAL_EVAL""]",1be15901-9b5b-4a06-b23a-57eead85a05c,2025-09-15 10:43:30,Contraband discovered during cell search.,2025-07-15 10:18:34,JINC-76de2f74-77a9-4484-a156-c62312085c6c,MEDICAL,"[""e69da6b0-a74d-421e-a319-4390a0f17a11"", ""2518138e-2f81-49d5-ac1c-68e0e4b78cee""]","[""Albert Brown""]",DAYROOM,P-DBA5809A70,KCSO
"[""DISCIPLINARY"", ""ISOLATION"", ""EVIDENCE_SEIZED""]",1219b522-4572-4a79-9196-444613b7f2eb,2025-09-15 10:43:30,Contraband discovered during cell search.,2025-05-11 11:16:44,JINC-5a9a5877-8fc6-4e7a-a767-869793d07e75,MEDICAL,[],"[""Keith Jordan""]",MEDICAL,P-82D4D14AF4,PROSECUTOR
"[""ISOLATION"", ""EVIDENCE_SEIZED""]",9e8df4bf-68c3-4c9c-96c9-d4edca03e670,2025-09-15 10:43:30,Property damage to dayroom table recorded.,2025-08-17 15:19:03,JINC-9da691e1-e418-4ea4-9a66-39cfdd423225,CONTRABAND,[],"[""Kelli Young""]",YARD,P-ADAC1AC601,PROSECUTOR
"[""REPORT_FILED""]",15fb6ac5-6172-4ee5-a567-62d4f0b44f1f,2025-09-15 10:43:30,Altercation between inmates; separated by staff.,2025-09-02 18:46:22,JINC-6a43ba66-28db-46ad-a444-bdbb53c1a982,PROPERTY_DAMAGE,[],"[""Katherine Miller""]",YARD,P-9017AE6B1B,PROSECUTOR
"[""MEDICAL_EVAL"", ""DISCIPLINARY""]",5a4e8edc-99d6-4c33-9713-201f9f4efd67,2025-09-15 10:43:30,Altercation between inmates; separated by staff.,2025-09-04 13:01:33,JINC-1e7aa91a-91e7-4b4d-ab24-c440a7263943,ASSAULT,"[""8984252a-4a23-4f7e-bbbf-cf0a94d90e3f"", ""a148ac9f-6c17-45ac-9025-a05c3b36ccae""]","[""Gregory Parks"", ""Robert Montgomery"", ""Paul Andrews""]",CELL 2,P-D17BC512B6,KCSO
"[""DISCIPLINARY""]",d1968ad3-afd1-4c36-9176-73598861b5fa,2025-09-15 10:43:30,Altercation between inmates; separated by staff.,2025-04-15 15:51:32,JINC-48b0ad21-114c-4889-aebb-a9cca7550495,SELF_HARM,"[""a2b92ef0-781a-48fc-b4db-fc1b2c88c91e"", ""cde9c3c5-9223-44e7-91d8-787fd628db5a"", ""d4ec12fe-4143-48c4-9d09-97cdc9702b06""]","[""Anna Russell""]",POD A,P-A0AE34A2E3,PROSECUTOR
"[""DISCIPLINARY"", ""EVIDENCE_SEIZED"", ""MEDICAL_EVAL""]",bb756d5e-8185-4ef1-bf8c-9999db658a28,2025-09-15 10:43:30,Altercation between inmates; separated by staff.,2025-04-30 16:08:13,JINC-d98c054a-780e-4f47-9960-21725168a70e,ASSAULT,"[""f527c80c-2087-4463-9e0f-bf032ba148c3"", ""26b5603b-74cb-469a-96b0-aba85cb2ff9f"", ""8e18f8d2-cab6-42ff-af5c-1659ae59cd5d""]","[""Charles Martin"", ""Andrew Roman"", ""Emily Adams""]",YARD,P-F03BB36F5D,
"[""MEDICAL_EVAL"", ""ISOLATION""]",949fe602-d93e-43f5-8f40-aea6bfe1b710,2025-09-15 10:43:31,Property damage to dayroom table recorded.,2025-08-26 15:04:59,JINC-1cc4e060-e00b-4a30-b253-7ee36a29bdff,PROPERTY_DAMAGE,"[""92d2efbd-a3c0-4985-8084-9dc9581a0897"", ""ffc8b516-f694-4c1c-a7cd-652954eef860"", ""547ea2a3-a4c2-4eb8-a0d9-3812c57ad21b""]","[""Walter Williams""]",CELL 2,P-73ED1D7F2E,KCSO
"[""MEDICAL_EVAL"", ""REPORT_FILED""]",f4dab583-3eca-46e7-bf1f-e1e6bee90ea4,2025-09-15 10:43:31,Inmate referred for medical evaluation.,2025-05-03 03:01:12,JINC-fafedf81-c6cc-46ad-9c1c-f18b041f377d,PROPERTY_DAMAGE,"[""27675f4d-d9c0-4820-b3bb-acd57dc7c122"", ""8175fb28-207c-466b-9964-f0d54c91650e"", ""69d28efe-23c5-4471-a67d-24440683167a""]","[""Diana Phillips"", ""Jason Marks""]",YARD,P-32C524C749,
"[""REPORT_FILED""]",9a760f12-18e9-4f1b-aadc-ce9f4b88e4d3,2025-09-15 10:43:31,Property damage to dayroom table recorded.,2025-08-09 09:48:41,JINC-40e50f7b-4962-47ce-b0bb-35000411f441,ASSAULT,[],"[""Kevin Harris"", ""Marie Francis"", ""Heather Rodriguez""]",CELL 2,P-38F1C61353,
"[""REPORT_FILED""]",251acc01-f471-4b60-b3cb-2d841d671cc7,2025-09-15 10:43:31,Contraband discovered during cell search.,2025-05-06 00:26:41,JINC-8cee6532-1353-4818-b1c3-936aca1c35dd,SELF_HARM,"[""80bd65da-1bb0-49c2-97a1-66379108ba92""]","[""Richard Shaw""]",MEDICAL,P-1608759289,PROSECUTOR
"[""EVIDENCE_SEIZED""]",ec735396-0b97-4549-9eab-04b83229628e,2025-09-15 10:43:31,Property damage to dayroom table recorded.,2025-09-03 14:47:12,JINC-eca48dc2-4af0-47c4-abff-ecb7f6cee85c,PROPERTY_DAMAGE,"[""ec9f609f-e873-4439-b0fd-6ad4228d4114"", ""cf53d1f1-c4cb-43c4-a396-38332defbf17""]","[""Kevin Dalton"", ""Michelle Holmes"", ""Melissa Miller""]",YARD,P-4BD3744353,KCSO
"[""DISCIPLINARY""]",7f534fc1-f0b9-49aa-97d9-c2a406d44c4f,2025-09-15 10:43:31,Contraband discovered during cell search.,2025-03-21 12:36:32,JINC-367b1739-b16d-4e55-bb99-f7aca00c38af,CONTRABAND,"[""19815a6f-053a-4467-8d96-1607480c331e"", ""ad54e245-3de0-421c-af83-a9118c754128"", ""5c93d66a-1f42-487d-ac2d-feedb281c991""]","[""Deanna Martin"", ""Wendy Floyd"", ""Laurie Brown""]",CELL 2,P-465598C5B2,KCSO
"[""REPORT_FILED""]",bb8ce4ff-0e57-4320-a055-0cc1a21af38d,2025-09-15 10:43:31,Contraband discovered during cell search.,2025-06-04 20:47:14,JINC-98bf6ae9-001c-4613-b7fc-e252e1b1c2e4,SELF_HARM,"[""ca0c14d9-6f1c-431e-a5c7-6443b32c980e"", ""210aface-7ea6-47ec-80c4-e49d09464d12""]","[""John Williams""]",POD B,P-7958290B21,KCSO
"[""ISOLATION""]",ce832a8d-9cfd-461a-8f8d-4494ad26b6cd,2025-09-15 10:43:31,Contraband discovered during cell search.,2025-05-25 23:33:25,JINC-ce600c52-81b8-47f6-ab4f-f5c5e2d1a3ed,PROPERTY_DAMAGE,[],"[""Kayla Allen""]",POD B,P-08BBC170F5,PROSECUTOR
"[""EVIDENCE_SEIZED"", ""MEDICAL_EVAL""]",978aadfb-1335-4818-ae53-0cd145993ee9,2025-09-15 10:43:31,Altercation between inmates; separated by staff.,2025-07-24 00:01:45,JINC-19e66d57-82ce-4bb3-ac5f-6bb732990201,ASSAULT,"[""5d21156c-0463-46ba-8c25-7be35725e008""]","[""Tracey Rodriguez"", ""Ronald Chase""]",POD B,P-520978B0BA,
"[""MEDICAL_EVAL"", ""REPORT_FILED"", ""DISCIPLINARY""]",e9960c30-bc88-444e-a7d3-7045e346a9d7,2025-09-15 10:43:31,Altercation between inmates; separated by staff.,2025-07-15 21:18:20,JINC-0f44154b-3ba3-479b-bcd1-b1ac53eb416c,CONTRABAND,"[""d2e8fea5-97d9-4fb4-94d4-dad0bc30b44c"", ""dd6857a5-6095-4a7c-adde-fe8918c99fb0"", ""24a94af2-ead9-4db1-9150-a7f712993735""]","[""Jonathan Fields""]",POD B,P-AD397953A9,KCSO
"[""ISOLATION""]",7be572fe-5547-4143-916a-d9889bd56408,2025-09-15 10:43:31,Property damage to dayroom table recorded.,2025-05-01 00:24:05,JINC-c599a2ee-2346-4d4f-910e-3d519cd8c785,SELF_HARM,"[""f851e408-84cc-46ea-a2e8-a10592e5575c"", ""b973a9a1-68a2-4af5-ab3d-bbf0087892c7"", ""76322cfd-9984-4d39-afdf-96e431bfdb37""]","[""Michelle Wright""]",POD A,P-333F21A68B,KCSO
"[""ISOLATION"", ""REPORT_FILED""]",a5623592-dab4-4b38-905d-3f269ea763fd,2025-09-15 10:43:31,Property damage to dayroom table recorded.,2025-04-06 19:49:28,JINC-ea888918-409d-4cc4-a80d-2aed151001c0,PROPERTY_DAMAGE,"[""ed1ab19c-f60a-43f6-af3f-4d598421acfa"", ""0c97edf1-117c-4a61-b9f5-eea97154c229"", ""012a7a3d-74f4-44ae-8df2-bddcd932d157""]","[""Sara Hunt""]",DAYROOM,P-3B05F14B28,KCSO
"[""MEDICAL_EVAL"", ""ISOLATION""]",b831fc80-b415-40f7-8655-7a8b5efcf0ec,2025-09-15 10:43:31,Inmate referred for medical evaluation.,2025-06-13 11:33:03,JINC-33789f92-1e75-4270-ae97-3def2436e5e6,SELF_HARM,"[""c5a23f2a-8553-4301-a6f0-0ee63c408a1d""]","[""Jonathan Rose"", ""Lisa Rich""]",DAYROOM,P-756CECF11F,PROSECUTOR
"[""ISOLATION"", ""DISCIPLINARY""]",f0d821e0-88b8-41a9-ada3-1601fad77133,2025-09-15 10:43:31,Altercation between inmates; separated by staff.,2025-07-26 22:23:12,JINC-ff4583ff-458c-4043-b19e-42ca8dccea4b,MEDICAL,"[""01a6ef2f-eb4d-401b-b12d-9ead2bbb79c4"", ""954801a0-bbc2-4381-b206-b650a31e08ef""]","[""Joseph Lopez"", ""Charles Stewart"", ""Nathan Nichols""]",CELL 2,P-C6676D0752,KCSO
"[""DISCIPLINARY"", ""MEDICAL_EVAL"", ""ISOLATION""]",22cd2a0d-d00e-4333-954a-46ec57e65f31,2025-09-15 10:43:31,Property damage to dayroom table recorded.,2025-05-17 23:35:18,JINC-73da008b-f990-4a92-959e-8b05f33fe07d,CONTRABAND,[],"[""Jennifer Powell"", ""Matthew Molina"", ""David Lewis""]",POD A,P-BF6868E006,
"[""MEDICAL_EVAL""]",1f459d9e-d366-4483-af19-f4f7dcd3c39b,2025-09-15 10:43:31,Contraband discovered during cell search.,2025-07-24 05:36:09,JINC-85bd12fa-ddfe-4a54-a7c2-79a212d076ad,MEDICAL,[],"[""Tiffany Eaton""]",YARD,P-0958C2E15D,PROSECUTOR
"[""MEDICAL_EVAL"", ""ISOLATION"", ""EVIDENCE_SEIZED""]",4fd08d83-fbe3-40cf-ac52-d802c8262699,2025-09-15 10:43:31,Property damage to dayroom table recorded.,2025-06-03 09:55:13,JINC-6ed04512-dcb8-48d9-8295-c6a5d3bd51e7,MEDICAL,"[""9cf6fee4-2e7b-4c0b-8a87-3220ec155881"", ""69710bc7-7bea-4e69-a637-343c19cf146a""]","[""Lee Wagner"", ""Mikayla Smith"", ""Todd Gonzalez""]",YARD,P-4BC012DCE3,KCSO
"[""ISOLATION""]",06973898-4157-452e-ad77-59a1b3abc75b,2025-09-15 10:43:31,Altercation between inmates; separated by staff.,2025-08-18 14:47:44,JINC-244d09fa-c021-4cfc-8066-45998085971c,PROPERTY_DAMAGE,[],"[""Jack Spencer""]",MEDICAL,P-85682D8E4A,PROSECUTOR
"[""EVIDENCE_SEIZED""]",1ed35a89-5166-4eb7-a6c5-954988a4a7b8,2025-09-15 10:43:31,Inmate referred for medical evaluation.,2025-08-04 11:13:52,JINC-5d0e4f09-6140-4a0d-9eeb-a194b3bbfbc4,ASSAULT,"[""422e22af-d31d-4a63-910a-461f8e2c1bf0"", ""74527396-0621-4c0c-a50a-79ec3e060d25"", ""aff28101-de8c-44a7-81d9-a96803187305""]","[""Eugene Taylor""]",POD A,P-8E9B5B7078,KCSO
"[""DISCIPLINARY"", ""MEDICAL_EVAL""]",2239f6bb-56e0-49fd-b05a-cc85bf3f1647,2025-09-15 10:43:31,Inmate referred for medical evaluation.,2025-04-25 19:06:31,JINC-27e366c2-c0ac-4c8f-9ede-d4b8296c3ee3,MEDICAL,[],"[""Lauren Kaufman""]",YARD,P-EA25856F5D,KCSO
"[""REPORT_FILED"", ""DISCIPLINARY"", ""EVIDENCE_SEIZED""]",1e9663cd-879a-4d37-9d62-dcbe0272eb14,2025-09-15 10:43:31,Inmate referred for medical evaluation.,2025-08-02 13:37:29,JINC-f4a0e4c3-a3df-4e45-b8e4-8a8afd04ee21,PROPERTY_DAMAGE,"[""952abf38-ddf9-4519-a69b-e1e684fc5c03"", ""9cefdf39-e9db-4704-b9b3-9e52cfdf058f"", ""ac01c1b3-be5c-4980-b34d-b98943886a1f""]","[""Gary Kim"", ""Rachel Anderson"", ""Tommy Levy""]",DAYROOM,P-166316E5D6,
"[""EVIDENCE_SEIZED"", ""MEDICAL_EVAL"", ""ISOLATION""]",bc2be6f6-2228-4026-96ca-98efdbeadc9b,2025-09-15 10:43:31,Altercation between inmates; separated by staff.,2025-06-24 06:16:03,JINC-cc86dfac-9049-4f33-8cfc-da63ae2ed9fb,SELF_HARM,"[""132be77a-c927-46d3-a7bc-6cb54ffbee86"", ""ef0aaddd-ed46-46c0-881e-369696b68ad5""]","[""Antonio Perez""]",POD A,P-2440883990,PROSECUTOR
"[""REPORT_FILED"", ""MEDICAL_EVAL"", ""EVIDENCE_SEIZED""]",dc507d2c-164e-4c06-9b38-aa7e5816ba29,2025-09-15 10:43:31,Property damage to dayroom table recorded.,2025-05-04 04:38:07,JINC-780002f6-7c11-49a7-82b4-29644cc2d4e0,SELF_HARM,"[""1da9a53a-f4de-4d13-a452-611176cc62a3""]","[""Sonya Schwartz"", ""Jessica Short"", ""Jonathan Stone""]",CELL 2,P-9FB6683EC2,PROSECUTOR
"[""MEDICAL_EVAL""]",ba02dd6f-ea76-49f9-b4b2-12df504b6e93,2025-09-15 10:43:31,Contraband discovered during cell search.,2025-04-16 05:56:56,JINC-e0f48673-2e83-4125-aafc-929bca2f343b,PROPERTY_DAMAGE,"[""b399b972-0200-4e4f-85d7-5d99a11aca74"", ""5df7bd74-96dc-41f0-9c55-d68603aad9e1""]","[""Cynthia Sanders"", ""Noah Perez"", ""Lisa Lloyd""]",POD B,P-7371B546BC,
"[""MEDICAL_EVAL""]",fd94a95c-0255-4510-b4ae-da78f2d695c3,2025-09-15 10:43:31,Contraband discovered during cell search.,2025-03-19 13:39:42,JINC-147d9c86-5827-487d-b9c5-926975e6a13f,SELF_HARM,"[""29df9fc1-c5ab-44e8-a224-e4d7691b6486"", ""7b607fe2-bc7e-44c1-b886-f6e9c460bc04"", ""65059506-e353-4128-8403-6de070edbf8c""]","[""Dalton Montgomery""]",YARD,P-45AB8C2F0E,
"[""MEDICAL_EVAL"", ""ISOLATION""]",780fb176-ab23-4317-9eb9-7759b451ccc3,2025-09-15 10:43:31,Altercation between inmates; separated by staff.,2025-08-26 02:12:20,JINC-12167e45-0fc8-408f-b89a-71bda9d8cf8d,SELF_HARM,[],"[""Daniel Patel"", ""Rebecca Martinez"", ""Hannah Gray""]",DAYROOM,P-7DAF4B48EA,PROSECUTOR
