employee_ids,employee_names,end_datetime,length_minutes,location,qualifiers,scheduled_by,shift_id,start_datetime,station,unit_code,unit_name,work_type
"[""FD3019"", ""FD6779""]","[""Brandon Dean"", ""Alexis West""]",2025-08-31 15:01:25,600,"390 NE 10th St, Seattle, WA 98105","[""FIREFIGHTER""]","[""Christopher Hunter"", ""Evan Rush""]",0d6337f3-fe4f-4545-8222-e5538014cc8a,2025-08-31 05:01:25,STATION_36,M025,MEDIC 025,OVERTIME
"[""FD3949"", ""FD8898"", ""FD6778"", ""FD2611""]","[""Jill Cochran"", ""Linda Carpenter"", ""Tammy Lee"", ""Laurie Frost""]",2025-09-07 16:56:47,720,"1909 California Ave SW, Seattle, WA 98106","[""FIREFIGHTER""]","[""Timothy Bruce""]",f98cab3d-431d-49ec-b17f-735fb8285f4f,2025-09-07 04:56:47,STATION_31,B035,BATTALION 035,OVERTIME
"[""FD7605"", ""FD1828""]","[""Christopher Reed"", ""Sandra Mccarthy""]",2025-09-17 02:40:20,1440,"1893 5th Ave N, Seattle, WA 98109","[""FIREFIGHTER""]","[""Gloria Munoz"", ""Adam Cummings""]",1fc85199-e62d-4be0-8440-a08637b26219,2025-09-16 02:40:20,STATION_7,M034,MEDIC 034,OVERTIME
"[""FD4480"", ""FD6486"", ""FD6184"", ""FD3820""]","[""Francisco Olsen"", ""Nicholas Anderson"", ""Karen Berger"", ""Johnny Moore""]",2025-09-05 01:08:00,720,"841 Columbia St, Seattle, WA 98101","[""COMPANY_OFFICER""]","[""Robert Lambert""]",98521d1c-4f62-4e5c-bc98-73b10339aa1a,2025-09-04 13:08:00,STATION_19,A022,AID 022,REGULAR
"[""FD1931"", ""FD2125"", ""FD9196"", ""FD4417""]","[""Tammy Diaz"", ""Patrick Anderson"", ""David Jones"", ""Jacob Johnson""]",2025-09-22 09:51:03,720,"663 E Aloha St, Seattle, WA 98102","[""COMPANY_OFFICER""]","[""Jessica Wilkinson"", ""Lisa Snyder""]",8046c172-9e7c-4580-9fb5-cb849e1d74d5,2025-09-21 21:51:03,STATION_37,E030,ENGINE 030,REGULAR
"[""FD2129"", ""FD3143"", ""FD3582"", ""FD3364""]","[""Patricia Hudson"", ""Gary Curry"", ""Michelle Johnson"", ""Susan Payne""]",2025-09-16 13:31:11,1440,"1259 NW Market St, Seattle, WA 98107","[""PARAMEDIC""]","[""Brandon Hall""]",4f6f3f9d-2a49-488e-b949-8c7f9f3f2b7b,2025-09-15 13:31:11,STATION_25,M022,MEDIC 022,OVERTIME
"[""FD6782"", ""FD9977""]","[""Richard Parks"", ""Emily Ramirez""]",2025-09-25 12:43:27,600,"1790 NW Market St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Thomas Benjamin""]",2ceea152-e6cd-4a31-9b36-952466e2def3,2025-09-25 02:43:27,STATION_12,A008,AID 008,REGULAR
"[""FD6891"", ""FD8674""]","[""John Robles"", ""James Turner""]",2025-09-17 11:22:46,480,"420 N 35th St, Seattle, WA 98103","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Rachel Lambert"", ""Sydney Walker""]",b690d8cd-4913-4d22-a152-7b90d210990f,2025-09-17 03:22:46,STATION_15,B004,BATTALION 004,OVERTIME
"[""FD1934"", ""FD4403""]","[""Christina Gibbs"", ""Dawn Morrow""]",2025-09-06 04:10:31,1440,"753 NW 95th St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Gerald Clay"", ""Brad Williamson""]",76acea03-b1cc-4f7f-8011-56f94cfb2c22,2025-09-05 04:10:31,STATION_4,M010,MEDIC 010,REGULAR
"[""FD8049"", ""FD8226"", ""FD6577""]","[""Teresa Lee"", ""Michael Rodriguez"", ""Daniel Davis""]",2025-09-13 16:22:20,720,"885 E Republican St, Seattle, WA 98102","[""COMPANY_OFFICER""]","[""Katherine Miller"", ""Ashley Livingston""]",71252c95-3193-401f-b4fe-e26b772e866c,2025-09-13 04:22:20,STATION_27,L016,LADDER 016,REGULAR
"[""FD4442"", ""FD4105"", ""FD1503"", ""FD5164""]","[""William Olson"", ""David King"", ""Bobby Holmes"", ""Zachary Christensen""]",2025-09-25 01:47:42,600,"1400 Ashworth Ave N, Seattle, WA 98103","[""FIREFIGHTER""]","[""William Erickson"", ""Thomas Barnes""]",a1afb4b5-d332-48e7-844e-a2f6288564d3,2025-09-24 15:47:42,STATION_21,A017,AID 017,OVERTIME
"[""FD3702"", ""FD1110"", ""FD7956"", ""FD3429"", ""FD6662""]","[""Bryan Fowler"", ""Madison Giles"", ""Pamela Walker"", ""Danielle Payne"", ""James Castro""]",2025-09-05 20:14:48,1440,"2283 SW Hudson St, Seattle, WA 98106","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Robert Wright""]",8142da3d-ab63-43ca-9932-c8d4d955c2cb,2025-09-04 20:14:48,STATION_11,E007,ENGINE 007,REGULAR
"[""FD7875"", ""FD3055"", ""FD7245"", ""FD5058""]","[""Sherry Williams"", ""Paul Rivera"", ""Lawrence Bentley"", ""Dawn Tucker""]",2025-09-09 03:40:35,480,"1457 24th Ave NW, Seattle, WA 98107","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Douglas Park"", ""Steven Patrick""]",c5e00f93-83da-4a4a-bd33-0ad051f2b075,2025-09-08 19:40:35,STATION_18,M032,MEDIC 032,OVERTIME
"[""FD5024"", ""FD4854"", ""FD3275""]","[""Madison Park"", ""John Welch"", ""Brandon Rios""]",2025-09-15 15:22:14,600,"1406 12th Ave NE, Seattle, WA 98105","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Jessica Mitchell"", ""Brian Lopez""]",f44a2491-2dd4-4f59-b9e7-826816541307,2025-09-15 05:22:14,STATION_7,M027,MEDIC 027,REGULAR
"[""FD8497"", ""FD6645"", ""FD9633"", ""FD4765""]","[""Daniel Hernandez"", ""Leah Wagner"", ""Andrea Sanchez"", ""Andrea Thompson""]",2025-09-15 11:33:18,720,"1618 SW Admiral Way, Seattle, WA 98106","[""PARAMEDIC""]","[""John Warner""]",14ce4bb9-7cd8-479c-9afa-f4d99468384a,2025-09-14 23:33:18,STATION_18,M005,MEDIC 005,OVERTIME
"[""FD2406"", ""FD6275"", ""FD7743"", ""FD6541""]","[""Michael Swanson"", ""Ashley Rose"", ""Sabrina Smith"", ""Lisa Fox""]",2025-09-07 04:55:38,480,"421 W Highland Dr, Seattle, WA 98109","[""COMPANY_OFFICER""]","[""Shirley Craig""]",b0a9cab6-1ba8-4be0-9811-ff469dbea25d,2025-09-06 20:55:38,STATION_7,L033,LADDER 033,REGULAR
"[""FD7931"", ""FD8204""]","[""Emily Stevens"", ""Laura Schultz""]",2025-09-16 15:00:14,600,"1357 E Olive Way, Seattle, WA 98112","[""PARAMEDIC""]","[""Teresa Sanchez""]",dea686fe-2ad6-4537-b76c-bdba8ba26c59,2025-09-16 05:00:14,STATION_20,A030,AID 030,OVERTIME
"[""FD8365"", ""FD5510"", ""FD5025"", ""FD6537"", ""FD8927""]","[""Erica Snyder"", ""Joshua Jordan"", ""Shane Neal"", ""Michael Elliott"", ""Jake Phillips""]",2025-09-24 21:56:50,480,"301 SW Webster St, Seattle, WA 98106","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Michael Wells"", ""Miranda Green""]",f316c6e5-2bbf-4172-a166-4a0d6c3c78ab,2025-09-24 13:56:50,STATION_34,E008,ENGINE 008,OVERTIME
"[""FD2398"", ""FD9045"", ""FD2205"", ""FD5718""]","[""Gina Aguilar"", ""Russell Holland"", ""Pamela Owen"", ""Ellen Wolf""]",2025-09-06 00:12:45,600,"631 E Republican St, Seattle, WA 98102","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Garrett Barrett"", ""Ellen Chang""]",fc75e937-5127-474c-9847-1c0bff67cfda,2025-09-05 14:12:45,STATION_6,M035,MEDIC 035,REGULAR
"[""FD4887"", ""FD5077"", ""FD3083"", ""FD7747""]","[""Nancy Boyd"", ""Sandra Smith"", ""Charles Gomez"", ""Kristin Miller""]",2025-09-18 01:49:40,720,"1491 Columbia St, Seattle, WA 98101","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Heather Hall"", ""Brian Moore""]",ade36922-d8d7-4161-9ff5-9bacf98dfa51,2025-09-17 13:49:40,STATION_27,B034,BATTALION 034,OVERTIME
"[""FD4349"", ""FD5607"", ""FD8298"", ""FD5140""]","[""Maria Cole"", ""Tyler Silva"", ""Jon Stevens"", ""Jacob Shaw""]",2025-09-10 21:06:37,1440,"1824 SW Admiral Way, Seattle, WA 98106","[""COMPANY_OFFICER""]","[""Douglas Massey""]",6a626f1b-f705-4994-b14d-d8ecebef6cf0,2025-09-09 21:06:37,STATION_19,M034,MEDIC 034,OVERTIME
"[""FD2556"", ""FD2862"", ""FD8958""]","[""Gregory Humphrey"", ""Emily Roberts"", ""Timothy Baker""]",2025-09-19 01:01:19,600,"1929 NE 15th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Alex Smith"", ""Corey Cook""]",94729ebd-2815-4cc4-8e65-bc65466ff864,2025-09-18 15:01:19,STATION_5,E035,ENGINE 035,OVERTIME
"[""FD7101"", ""FD6859""]","[""Victoria Rivers"", ""Willie Smith""]",2025-09-06 19:20:01,720,"1518 NE 10th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""David Campbell""]",bb14d9db-eca1-4755-b5ac-3586298057fb,2025-09-06 07:20:01,STATION_8,M035,MEDIC 035,REGULAR
"[""FD3347"", ""FD6726"", ""FD1029"", ""FD6825""]","[""Adam Burns"", ""Julian Santos"", ""Shelley Hernandez"", ""Darrell Brown""]",2025-09-19 00:53:01,720,"1166 S Main St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Christopher Edwards""]",d9f4126e-95ff-4f27-909e-bd8e9073ed65,2025-09-18 12:53:01,STATION_13,L009,LADDER 009,OVERTIME
"[""FD1243"", ""FD7637"", ""FD6487""]","[""Alyssa Baker"", ""Lori Smith"", ""Charles Jones""]",2025-09-06 01:09:18,1440,"1717 SW Othello St, Seattle, WA 98106","[""PARAMEDIC""]","[""Tiffany Gentry"", ""Kevin Lewis""]",7ae0f597-eb05-4e5c-beaf-8626d13ec074,2025-09-05 01:09:18,STATION_26,B023,BATTALION 023,OVERTIME
"[""FD6506"", ""FD8530"", ""FD2699"", ""FD7687"", ""FD5191"", ""FD3068""]","[""Wanda Gonzalez"", ""Jessica Santiago"", ""Devin Campbell"", ""Heidi Riggs"", ""Christopher Hawkins"", ""Sean Gibson""]",2025-09-05 05:56:43,720,"1304 1st Ave S, Seattle, WA 98104","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Tim Johnston"", ""Joseph Brown""]",745d026a-a680-4ce3-90de-63618459e4fb,2025-09-04 17:56:43,STATION_2,E019,ENGINE 019,REGULAR
"[""FD1189"", ""FD6501""]","[""Melissa Smith"", ""Amy Hudson""]",2025-09-19 06:59:06,1440,"1055 2nd Ave N, Seattle, WA 98109","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Katherine Hess"", ""Nicole Henson""]",c0780a9d-0f90-4a0a-810f-4a1caa89d82d,2025-09-18 06:59:06,STATION_4,A014,AID 014,OVERTIME
"[""FD3136"", ""FD9316"", ""FD6823"", ""FD1727""]","[""Jennifer Ross"", ""Gabriel Patterson"", ""Stephen Daniels"", ""Kyle Oliver""]",2025-09-11 09:22:04,720,"422 Pine St, Seattle, WA 98102","[""PARAMEDIC""]","[""Stacy Guerrero""]",1cff84f3-6c93-4c96-8d40-7d1a5bd1794d,2025-09-10 21:22:04,STATION_20,M003,MEDIC 003,REGULAR
"[""FD2223"", ""FD1483"", ""FD6442"", ""FD9391"", ""FD7655""]","[""Dylan Reeves"", ""Eric Patel"", ""Catherine Ward"", ""Natalie Hicks"", ""Jennifer Johnson""]",2025-09-13 22:19:35,600,"1902 NE 15th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""John Wilson"", ""Sonya Nguyen""]",33d353c0-bac9-47e6-aea0-2f94ea7744c9,2025-09-13 12:19:35,STATION_20,L022,LADDER 022,REGULAR
"[""FD7005"", ""FD4238"", ""FD3912""]","[""Thomas Norton"", ""Sharon Tran"", ""Carrie Thompson""]",2025-09-22 15:13:26,720,"879 E Union St, Seattle, WA 98112","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Christopher Walsh""]",57a3292d-a574-4ef8-b715-17d250429f48,2025-09-22 03:13:26,STATION_6,A017,AID 017,OVERTIME
"[""FD4416"", ""FD2087"", ""FD8049"", ""FD6541""]","[""Samantha Lopez"", ""William Baird"", ""Teresa Lee"", ""Lisa Fox""]",2025-09-02 03:32:14,1440,"1178 Pike St, Seattle, WA 98102","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""David Bowman""]",9e482f5c-4595-464d-9638-49c97a8578d3,2025-09-01 03:32:14,STATION_12,E029,ENGINE 029,REGULAR
"[""FD7470"", ""FD8473"", ""FD5747""]","[""Barbara Wilkinson"", ""Lisa Allen"", ""Veronica Johnson""]",2025-09-02 09:34:25,1440,"655 Evanston Ave N, Seattle, WA 98103","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Tammy House"", ""Teresa Morris""]",28ef1ce0-21e7-4cb4-adab-38eaa87ca915,2025-09-01 09:34:25,STATION_29,B020,BATTALION 020,REGULAR
"[""FD2856"", ""FD7855"", ""FD3677"", ""FD9290"", ""FD6049"", ""FD6642""]","[""Kevin Hernandez"", ""Frederick Maddox"", ""Matthew Bradley"", ""Philip Bond"", ""Christopher Johnson"", ""Andrew Carpenter""]",2025-09-04 17:07:07,600,"199 SW Hudson St, Seattle, WA 98106","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Christopher Hamilton"", ""Rachel Harris""]",13bb2576-9227-49f6-8a01-a1d0deb51a72,2025-09-04 07:07:07,STATION_23,E035,ENGINE 035,OVERTIME
"[""FD6782"", ""FD8500"", ""FD9954""]","[""Richard Parks"", ""Brenda Rios"", ""Barry Sanchez""]",2025-09-08 10:03:54,600,"1197 E Thomas St, Seattle, WA 98102","[""COMPANY_OFFICER""]","[""Benjamin Reyes""]",ea628e52-d1dd-4b08-8f11-bf130d7cc8ca,2025-09-08 00:03:54,STATION_18,B027,BATTALION 027,OVERTIME
"[""FD8483"", ""FD2679"", ""FD5160""]","[""Nicholas Carter"", ""Janet Miranda"", ""Aaron Walker""]",2025-09-09 23:46:29,480,"224 NE 25th St, Seattle, WA 98105","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Zachary Walker"", ""William Foster""]",ed048e58-1201-4ba5-b360-156479ba47dc,2025-09-09 15:46:29,STATION_5,A027,AID 027,OVERTIME
"[""FD3598"", ""FD8341"", ""FD1239"", ""FD8261""]","[""Dylan Mccormick"", ""Kristopher Alvarez"", ""Terri Stone"", ""Charles Wilson""]",2025-09-08 23:16:00,720,"102 S Brandon St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Kelsey Alvarado"", ""Katelyn Butler""]",c85e77f9-2d93-4a73-b73d-f1af8a0b0148,2025-09-08 11:16:00,STATION_9,B011,BATTALION 011,OVERTIME
"[""FD5857"", ""FD2588"", ""FD6812""]","[""Kimberly Walker"", ""Valerie Jones"", ""Erika Kaiser""]",2025-09-20 02:35:35,480,"490 S Garden St, Seattle, WA 98108","[""PARAMEDIC""]","[""Richard Sandoval""]",2db1739e-b8fe-45cc-9747-fce928e0eacb,2025-09-19 18:35:35,STATION_29,A018,AID 018,REGULAR
"[""FD6190"", ""FD2056""]","[""Valerie Williams"", ""Tina Johnston""]",2025-09-01 08:29:43,480,"836 NW 60th St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Kathryn Powers"", ""Anthony Thomas""]",602cfdea-fdfb-46df-9146-05c321fb310d,2025-09-01 00:29:43,STATION_20,B023,BATTALION 023,REGULAR
"[""FD2115"", ""FD2157"", ""FD9538""]","[""Adam Lopez"", ""Jennifer Smith"", ""Eric Jackson""]",2025-09-24 09:58:06,1440,"1027 Queen Anne Ave N, Seattle, WA 98109","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Melissa Richards""]",9c242282-0120-4754-8236-25a70fc83c67,2025-09-23 09:58:06,STATION_10,A034,AID 034,REGULAR
"[""FD4394"", ""FD2118"", ""FD2322"", ""FD7602""]","[""Marissa Cortez"", ""Andrew Price"", ""William Clements"", ""Ralph Maxwell""]",2025-09-06 03:32:17,600,"334 1st Ave S, Seattle, WA 98104","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""John Parker"", ""Andrea Hill""]",48d53f0e-d5c7-4205-997b-a3537de12f9b,2025-09-05 17:32:17,STATION_6,M018,MEDIC 018,OVERTIME
"[""FD5178"", ""FD7934"", ""FD1104""]","[""Sean Jackson"", ""Carlos Haynes"", ""Gerald Chaney""]",2025-08-30 01:37:19,600,"1989 6th Ave N, Seattle, WA 98109","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Dana Fields"", ""Randall Johnson""]",6b6e2a3c-b267-4d5e-a463-d20996d57ca0,2025-08-29 15:37:19,STATION_14,M022,MEDIC 022,REGULAR
"[""FD4867"", ""FD3996"", ""FD1201""]","[""Jennifer Reeves"", ""Kevin Acevedo"", ""Brandon Jackson""]",2025-09-21 23:14:45,480,"1345 32nd Ave NW, Seattle, WA 98107","[""PARAMEDIC""]","[""Charles Brandt""]",fe1f5793-48a6-4e52-8631-2a7b19e92231,2025-09-21 15:14:45,STATION_22,L025,LADDER 025,REGULAR
"[""FD6537"", ""FD9104"", ""FD9316"", ""FD3390"", ""FD2009""]","[""Michael Elliott"", ""Kyle Randolph"", ""Gabriel Patterson"", ""Terri Torres"", ""Kristin Fernandez""]",2025-09-11 01:46:26,480,"817 NW 62nd St, Seattle, WA 98107","[""PARAMEDIC""]","[""Deborah Decker""]",6d8342d6-85aa-470a-82d3-1188a9e964af,2025-09-10 17:46:26,STATION_33,L028,LADDER 028,REGULAR
"[""FD7207"", ""FD5596""]","[""Jesse Hughes"", ""Matthew Martin""]",2025-09-17 04:06:59,720,"1391 N 45th St, Seattle, WA 98103","[""FIREFIGHTER""]","[""Sarah Hester""]",fdaf48d6-d44e-4962-9ace-111f01cabbab,2025-09-16 16:06:59,STATION_20,B015,BATTALION 015,OVERTIME
"[""FD1833"", ""FD3320"", ""FD3021"", ""FD8831""]","[""Melanie Forbes"", ""Matthew Lynch"", ""Diana Skinner"", ""Zachary Johnson""]",2025-08-31 18:43:00,600,"917 12th Ave NE, Seattle, WA 98105","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Melissa West""]",5625f1be-4b2d-4a11-8beb-cf263e6f697a,2025-08-31 08:43:00,STATION_10,A015,AID 015,OVERTIME
"[""FD3194"", ""FD3164"", ""FD8913""]","[""Ryan Valenzuela"", ""Jay Morrison"", ""Keith Allen""]",2025-09-25 13:07:40,600,"1302 N 35th St, Seattle, WA 98103","[""FIREFIGHTER""]","[""Katie Marshall"", ""Jacob Michael""]",e18c86b0-07a1-4e84-83a5-5171a94e8d39,2025-09-25 03:07:40,STATION_34,B020,BATTALION 020,REGULAR
"[""FD8260"", ""FD7670"", ""FD7065"", ""FD8751""]","[""Derrick Taylor"", ""Tammy Jordan"", ""Pamela Mccoy"", ""Dawn Cooley""]",2025-09-18 07:07:30,1440,"1417 Pine St, Seattle, WA 98102","[""COMPANY_OFFICER""]","[""Charlene Carter""]",d9f49bd5-1e25-4c36-8603-8a85276665b2,2025-09-17 07:07:30,STATION_12,A036,AID 036,OVERTIME
"[""FD7656"", ""FD4214"", ""FD7848"", ""FD6675""]","[""Adam Bennett"", ""Ronald Wright"", ""Allison Cook"", ""Hannah Price""]",2025-09-19 01:27:39,480,"910 N 50th St, Seattle, WA 98103","[""FIREFIGHTER""]","[""Alexandra Sloan""]",353c032e-1315-456c-af77-c86cfa4e43ec,2025-09-18 17:27:39,STATION_13,L029,LADDER 029,REGULAR
"[""FD8566"", ""FD7369"", ""FD1913"", ""FD8849"", ""FD6966""]","[""Steven Jones"", ""Raymond Bradley"", ""Gregory Bolton"", ""Anthony Ellis"", ""Brittney Brady""]",2025-09-20 23:08:14,720,"864 S Nevada St, Seattle, WA 98108","[""COMPANY_OFFICER""]","[""John Hamilton""]",da207931-c765-4b5e-a6e0-8656cde429c2,2025-09-20 11:08:14,STATION_10,L037,LADDER 037,OVERTIME
"[""FD3374"", ""FD1555"", ""FD9008""]","[""Patrick Snow"", ""Thomas Garcia"", ""Brittany Jackson""]",2025-09-07 02:50:18,480,"564 7th Ave NE, Seattle, WA 98105","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Robin Flores""]",f13cb6bb-b16c-4893-8b4a-9895543d29bc,2025-09-06 18:50:18,STATION_9,E014,ENGINE 014,REGULAR
"[""FD8103"", ""FD2949""]","[""Adam Fisher"", ""Juan Smith""]",2025-09-22 13:08:27,720,"1252 N 34th St, Seattle, WA 98103","[""FIREFIGHTER"", ""PARAMEDIC""]","[""Julia Brooks""]",1d8cd410-e236-44b7-9a79-f2f8a02ba146,2025-09-22 01:08:27,STATION_15,A025,AID 025,REGULAR
"[""FD5290"", ""FD3677"", ""FD2128""]","[""Jane Anderson"", ""Matthew Bradley"", ""Harold Madden""]",2025-08-31 03:56:24,480,"1370 W Lynn St, Seattle, WA 98109","[""PARAMEDIC""]","[""Emily Cook"", ""Mary Brewer""]",03b6c89e-186b-4a4e-96a7-79021ef2ef5f,2025-08-30 19:56:24,STATION_34,M036,MEDIC 036,REGULAR
"[""FD4908"", ""FD1033"", ""FD6049"", ""FD2103""]","[""Bridget Woods"", ""Charles Small"", ""Christopher Johnson"", ""Jennifer Barrett""]",2025-09-14 00:59:00,600,"1739 24th Ave NW, Seattle, WA 98107","[""FIREFIGHTER""]","[""Kari Bennett""]",b547fde0-ad45-4a84-ae47-6c9024f56dab,2025-09-13 14:59:00,STATION_16,E030,ENGINE 030,REGULAR
"[""FD8477"", ""FD5629"", ""FD7788"", ""FD3961""]","[""Richard Thompson"", ""Nancy Noble"", ""Jesse Miller"", ""Emily Johnson""]",2025-09-06 02:03:44,1440,"468 2nd Ave, Seattle, WA 98101","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Marc Clark""]",b75a334a-6213-4a54-8a33-59b9d8538b16,2025-09-05 02:03:44,STATION_9,B008,BATTALION 008,REGULAR
"[""FD4622"", ""FD9107""]","[""Laura Murphy"", ""James Cummings""]",2025-09-06 00:06:12,720,"1742 SW Hudson St, Seattle, WA 98106","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Angel Gardner"", ""Donna Medina""]",49d808c6-2d10-4dd9-bc62-9b4fcc194366,2025-09-05 12:06:12,STATION_30,M032,MEDIC 032,OVERTIME
"[""FD1783"", ""FD9335"", ""FD8458"", ""FD5284"", ""FD7701"", ""FD5372""]","[""Travis Huang"", ""Brian Murphy"", ""Ryan Shelton"", ""Richard Wagner"", ""Leah Watkins"", ""Lindsey Roberts""]",2025-09-09 14:02:39,720,"1719 SW Admiral Way, Seattle, WA 98106","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Brian Mejia"", ""Kristin Johnson""]",d7191e1e-f298-49c3-90d8-d3d4d61a8a93,2025-09-09 02:02:39,STATION_34,L018,LADDER 018,REGULAR
"[""FD9433"", ""FD9681"", ""FD6204"", ""FD4209""]","[""Charles Smith"", ""Katherine Hill"", ""William Bryant"", ""Andrea Rivera""]",2025-09-10 14:16:59,600,"509 E Republican St, Seattle, WA 98112","[""FIREFIGHTER""]","[""Bradley Byrd""]",b6cf0b2f-cb6f-49b4-a956-40de8288e4ab,2025-09-10 04:16:59,STATION_13,M035,MEDIC 035,OVERTIME
"[""FD6527"", ""FD1247"", ""FD5392""]","[""Jon Bell"", ""Willie Lopez"", ""Benjamin Thornton""]",2025-09-01 04:53:13,720,"1398 University Way NE, Seattle, WA 98105","[""FIREFIGHTER""]","[""Alexander Goodwin"", ""Bobby Atkinson""]",5610cb3c-cb16-49db-a741-c4af0326383f,2025-08-31 16:53:13,STATION_1,B008,BATTALION 008,OVERTIME
"[""FD5790"", ""FD2949""]","[""Charles Wilson"", ""Juan Smith""]",2025-09-14 04:41:13,720,"702 E Republican St, Seattle, WA 98112","[""FIREFIGHTER""]","[""Curtis Lee""]",577f6ab8-b821-43fc-848c-d57fc69467b1,2025-09-13 16:41:13,STATION_19,B025,BATTALION 025,OVERTIME
"[""FD1768"", ""FD8782"", ""FD8189"", ""FD7931"", ""FD2258""]","[""Vanessa Bray"", ""Mary Scott"", ""Alexander Davis"", ""Hector Wolfe"", ""Madison Rivera""]",2025-09-07 23:41:02,480,"270 NW 58th St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Kayla Hernandez"", ""Cody Quinn""]",4ea0fa5d-9cb4-4f17-bbda-35b93460c34d,2025-09-07 15:41:02,STATION_11,E036,ENGINE 036,REGULAR
"[""FD1763"", ""FD1417"", ""FD2138"", ""FD1910"", ""FD9914""]","[""Todd Henderson"", ""William Kane"", ""Jaclyn Ryan"", ""David Hall"", ""Rebecca Turner""]",2025-09-19 14:35:45,600,"1304 E Republican St, Seattle, WA 98102","[""COMPANY_OFFICER"", ""FIREFIGHTER""]","[""Richard Miller"", ""Daniel Leach""]",73e9080d-5778-4510-9450-fdce26d460e5,2025-09-19 04:35:45,STATION_20,E031,ENGINE 031,REGULAR
"[""FD6760"", ""FD1821"", ""FD6798""]","[""Lori Ritter"", ""Katie Woods"", ""Nathaniel Carter""]",2025-09-04 01:24:44,1440,"1118 S Charles St, Seattle, WA 98104","[""COMPANY_OFFICER"", ""PARAMEDIC""]","[""Sarah Horn"", ""Timothy Chang""]",cd2c2b26-1dc8-4888-a883-88197560e630,2025-09-03 01:24:44,STATION_29,B017,BATTALION 017,REGULAR
"[""FD1595"", ""FD8437"", ""FD8113"", ""FD4773""]","[""Matthew Mcdowell"", ""Kimberly Cooper"", ""Michael Warren"", ""Jack Brown""]",2025-09-25 08:51:39,720,"1546 NW 75th St, Seattle, WA 98107","[""COMPANY_OFFICER"", ""FIREFIGHTER"", ""PARAMEDIC""]","[""Adam Faulkner"", ""Janet Walsh""]",4c6f505b-5ec4-4257-a9dd-795468aa3039,2025-09-24 20:51:39,STATION_5,M029,MEDIC 029,OVERTIME
"[""FD9538"", ""FD9874"", ""FD5976""]","[""Eric Jackson"", ""Scott Scott"", ""Paula Lewis""]",2025-08-29 18:09:39,480,"1060 E Newton St, Seattle, WA 98112","[""FIREFIGHTER""]","[""Jeffrey Shaffer"", ""Christopher Hamilton""]",b4cb199f-138f-46d6-a8f4-57a4f5c6aeb4,2025-08-29 10:09:39,STATION_4,M016,MEDIC 016,OVERTIME
"[""FD2783"", ""FD9368"", ""FD6373"", ""FD7793""]","[""Lawrence Lawson"", ""Kristen Perez"", ""Joshua Lopez"", ""William Cannon""]",2025-09-17 22:04:42,480,"404 1st Ave S, Seattle, WA 98104","[""FIREFIGHTER""]","[""Linda Lee""]",8d7cc62d-b50f-4227-9ad8-08a2b6399427,2025-09-17 14:04:42,STATION_12,E015,ENGINE 015,REGULAR
"[""FD2777"", ""FD3158"", ""FD9691""]","[""Katherine Kirk"", ""David Davis"", ""William Porter""]",2025-09-25 06:11:30,480,"789 Fauntleroy Way SW, Seattle, WA 98106","[""FIREFIGHTER""]","[""Lori Diaz"", ""Matthew Smith""]",5ad4e749-b04d-419c-9f71-bac42d7f48c8,2025-09-24 22:11:30,STATION_8,M005,MEDIC 005,OVERTIME
